DATE,GROSS_LEV_AVG_EU_RA,NET_LEV_AVG_EU_RA,GROSS_LEV_MEDIAN_US_RA,NET_LEV_MEDIAN_US_RA,GROSS_LEV_MEDIAN_ASIA_RA,NET_LEV_MEDIAN_ASIA_RA
"11/19/12","2.0143","0.3418","1.5155","0.4996","1.2972","0.4641"
"11/20/12","2.0049","0.3456","1.5155","0.5087","1.3045","0.4728"
"11/21/12","1.9877","0.3542","1.5181","0.5228","1.3114","0.4796"
"11/22/12","1.9707","0.3655","1.5189","0.5360","1.3372","0.4983"
"11/23/12","1.9643","0.3774","1.5252","0.5445","1.3388","0.5148"
"11/26/12","1.9621","0.3906","1.5280","0.5407","1.3338","0.5262"
"11/27/12","1.9676","0.4042","1.5342","0.5356","1.3280","0.5349"
"11/28/12","1.9741","0.4168","1.5408","0.5309","1.3223","0.5401"
"11/29/12","1.9777","0.4269","1.5469","0.5258","1.3205","0.5418"
"11/30/12","1.9639","0.4403","1.5508","0.5201","1.3205","0.5457"
"12/3/12","1.9397","0.4451","1.5587","0.5197","1.3173","0.5480"
"12/4/12","1.9174","0.4447","1.5634","0.5192","1.3171","0.5485"
"12/5/12","1.8918","0.4451","1.5637","0.5138","1.3144","0.5513"
"12/6/12","1.8628","0.4457","1.5632","0.5080","1.3100","0.5616"
"12/7/12","1.8462","0.4436","1.5628","0.5008","1.3038","0.5692"
"12/10/12","1.8414","0.4428","1.5559","0.4947","1.3015","0.5807"
"12/11/12","1.8394","0.4469","1.5559","0.4953","1.3098","0.5958"
"12/12/12","1.8473","0.4530","1.5515","0.4977","1.3164","0.6094"
"12/13/12","1.8484","0.4578","1.5472","0.5008","1.3231","0.6186"
"12/14/12","1.8609","0.4598","1.5415","0.5030","1.3294","0.6200"
"12/17/12","1.8652","0.4648","1.5424","0.5060","1.3369","0.6204"
"12/18/12","1.8745","0.4663","1.5394","0.5046","1.3376","0.6151"
"12/19/12","1.8895","0.4640","1.5425","0.5088","1.3353","0.6148"
"12/20/12","1.9069","0.4598","1.5466","0.5105","1.3262","0.6096"
"12/21/12","1.9146","0.4607","1.5462","0.5140","1.3099","0.6038"
"12/24/12","1.9297","0.4582","1.5453","0.5143","1.3010","0.6005"
"12/25/12","1.9339","0.4565","1.5421","0.5140","1.2877","0.6003"
"12/26/12","1.9294","0.4563","1.5392","0.5124","1.2914","0.5981"
"12/27/12","1.9330","0.4577","1.5325","0.5182","1.2978","0.5979"
"12/28/12","1.9312","0.4561","1.5309","0.5216","1.3171","0.6041"
"12/31/12","1.9300","0.4580","1.5273","0.5291","1.3332","0.6130"
"1/1/13","1.9324","0.4601","1.5263","0.5399","1.3480","0.6223"
"1/2/13","1.9381","0.4666","1.5291","0.5533","1.3522","0.6347"
"1/3/13","1.9305","0.4705","1.5307","0.5604","1.3629","0.6455"
"1/4/13","1.9255","0.4764","1.5354","0.5696","1.3707","0.6515"
"1/7/13","1.9185","0.4759","1.5401","0.5732","1.3715","0.6527"
"1/8/13","1.9075","0.4767","1.5398","0.5736","1.3707","0.6489"
"1/9/13","1.8967","0.4768","1.5368","0.5701","1.3752","0.6405"
"1/10/13","1.8979","0.4786","1.5406","0.5679","1.3686","0.6313"
"1/11/13","1.8975","0.4810","1.5434","0.5666","1.3641","0.6205"
"1/14/13","1.8951","0.4855","1.5434","0.5686","1.3580","0.6242"
"1/15/13","1.8982","0.4876","1.5520","0.5718","1.3640","0.6234"
"1/16/13","1.9042","0.4890","1.5591","0.5727","1.3595","0.6290"
"1/17/13","1.9121","0.4952","1.5603","0.5764","1.3698","0.6338"
"1/18/13","1.9156","0.5015","1.5600","0.5828","1.3804","0.6531"
"1/21/13","1.9194","0.5062","1.5633","0.5880","1.3902","0.6561"
"1/22/13","1.9226","0.5093","1.5603","0.5926","1.3824","0.6663"
"1/23/13","1.9266","0.5093","1.5613","0.5954","1.3884","0.6651"
"1/24/13","1.9310","0.5056","1.5627","0.5953","1.3860","0.6653"
"1/25/13","1.9374","0.5038","1.5638","0.5934","1.3754","0.6583"
"1/28/13","1.9460","0.5028","1.5623","0.5918","1.3673","0.6529"
"1/29/13","1.9534","0.5036","1.5651","0.5904","1.3714","0.6516"
"1/30/13","1.9554","0.5014","1.5641","0.5896","1.3698","0.6628"
"1/31/13","1.9554","0.4960","1.5692","0.5904","1.3731","0.6736"
"2/1/13","1.9464","0.4892","1.5703","0.5942","1.3870","0.6821"
"2/4/13","1.9436","0.4811","1.5699","0.5928","1.3919","0.6920"
"2/5/13","1.9435","0.4766","1.5698","0.5936","1.3934","0.6931"
"2/6/13","1.9457","0.4736","1.5683","0.5970","1.3914","0.6898"
"2/7/13","1.9509","0.4706","1.5641","0.5950","1.3868","0.6882"
"2/8/13","1.9588","0.4703","1.5675","0.5922","1.3739","0.6782"
"2/11/13","1.9642","0.4717","1.5736","0.5956","1.3621","0.6679"
"2/12/13","1.9645","0.4745","1.5765","0.5960","1.3550","0.6620"
"2/13/13","1.9595","0.4773","1.5793","0.5971","1.3559","0.6581"
"2/14/13","1.9495","0.4815","1.5794","0.6028","1.3495","0.6571"
"2/15/13","1.9459","0.4803","1.5769","0.6024","1.3485","0.6625"
"2/18/13","1.9393","0.4801","1.5762","0.6029","1.3565","0.6667"
"2/19/13","1.9317","0.4787","1.5733","0.6020","1.3621","0.6694"
"2/20/13","1.9267","0.4759","1.5704","0.5946","1.3597","0.6693"
"2/21/13","1.9283","0.4685","1.5682","0.5858","1.3657","0.6600"
"2/22/13","1.9300","0.4642","1.5601","0.5813","1.3696","0.6521"
"2/25/13","1.9292","0.4603","1.5576","0.5704","1.3745","0.6445"
"2/26/13","1.9294","0.4544","1.5595","0.5590","1.3831","0.6422"
"2/27/13","1.9256","0.4514","1.5598","0.5586","1.3884","0.6354"
"2/28/13","1.9229","0.4560","1.5616","0.5606","1.3861","0.6420"
"3/1/13","1.9202","0.4584","1.5685","0.5603","1.3806","0.6457"
"3/4/13","1.9216","0.4584","1.5715","0.5650","1.3800","0.6446"
"3/5/13","1.9343","0.4578","1.5750","0.5756","1.3762","0.6398"
"3/6/13","1.9398","0.4619","1.5819","0.5826","1.3674","0.6411"
"3/7/13","1.9395","0.4629","1.5898","0.5852","1.3738","0.6374"
"3/8/13","1.9377","0.4654","1.5998","0.5893","1.3898","0.6377"
"3/11/13","1.9333","0.4710","1.6074","0.5942","1.3918","0.6421"
"3/12/13","1.9269","0.4750","1.6106","0.5940","1.3982","0.6467"
"3/13/13","1.9316","0.4710","1.6085","0.5901","1.4044","0.6425"
"3/14/13","1.9383","0.4709","1.6056","0.5906","1.3965","0.6397"
"3/15/13","1.9436","0.4691","1.6023","0.5860","1.3747","0.6364"
"3/18/13","1.9462","0.4650","1.5973","0.5793","1.3597","0.6259"
"3/19/13","1.9440","0.4592","1.5961","0.5711","1.3439","0.6174"
"3/20/13","1.9385","0.4555","1.5968","0.5655","1.3485","0.6174"
"3/21/13","1.9300","0.4495","1.5961","0.5601","1.3569","0.6134"
"3/22/13","1.9227","0.4467","1.5930","0.5616","1.3724","0.6066"
"3/25/13","1.9214","0.4431","1.5908","0.5616","1.3928","0.6105"
"3/26/13","1.9176","0.4423","1.5922","0.5639","1.4094","0.6152"
"3/27/13","1.9163","0.4416","1.5928","0.5683","1.4055","0.6217"
"3/28/13","1.9221","0.4437","1.5944","0.5712","1.4046","0.6269"
"3/29/13","1.9298","0.4428","1.5964","0.5721","1.4074","0.6355"
"4/1/13","1.9347","0.4439","1.6006","0.5715","1.4006","0.6329"
"4/2/13","1.9323","0.4460","1.5985","0.5657","1.3921","0.6302"
"4/3/13","1.9304","0.4463","1.5987","0.5513","1.3950","0.6231"
"4/4/13","1.9239","0.4447","1.6022","0.5394","1.4032","0.6155"
"4/5/13","1.9191","0.4414","1.6028","0.5321","1.4061","0.6078"
"4/8/13","1.9135","0.4382","1.6032","0.5305","1.4173","0.6034"
"4/9/13","1.9188","0.4347","1.6076","0.5387","1.4277","0.6047"
"4/10/13","1.9209","0.4368","1.6126","0.5558","1.4295","0.6019"
"4/11/13","1.9221","0.4387","1.6144","0.5709","1.4254","0.6026"
"4/12/13","1.9219","0.4399","1.6225","0.5828","1.4236","0.6038"
"4/15/13","1.9219","0.4388","1.6283","0.5842","1.4159","0.6082"
"4/16/13","1.9181","0.4401","1.6314","0.5849","1.4076","0.5976"
"4/17/13","1.9217","0.4322","1.6338","0.5804","1.4105","0.5995"
"4/18/13","1.9285","0.4267","1.6323","0.5734","1.4115","0.5988"
"4/19/13","1.9285","0.4222","1.6304","0.5611","1.4129","0.5878"
"4/22/13","1.9307","0.4233","1.6278","0.5628","1.4223","0.5890"
"4/23/13","1.9337","0.4270","1.6261","0.5613","1.4302","0.5929"
"4/24/13","1.9348","0.4346","1.6214","0.5637","1.4293","0.5979"
"4/25/13","1.9296","0.4410","1.6148","0.5706","1.4381","0.6082"
"4/26/13","1.9333","0.4480","1.6091","0.5803","1.4448","0.6294"
"4/29/13","1.9368","0.4527","1.6097","0.5875","1.4453","0.6431"
"4/30/13","1.9449","0.4517","1.6091","0.5872","1.4462","0.6600"
"5/1/13","1.9478","0.4516","1.6084","0.5821","1.4620","0.6611"
"5/2/13","1.9538","0.4536","1.6145","0.5787","1.4586","0.6548"
"5/3/13","1.9561","0.4560","1.6135","0.5819","1.4520","0.6479"
"5/6/13","1.9553","0.4575","1.6055","0.5811","1.4471","0.6381"
"5/7/13","1.9538","0.4619","1.6016","0.5864","1.4454","0.6367"
"5/8/13","1.9502","0.4698","1.6027","0.5989","1.4305","0.6446"
"5/9/13","1.9507","0.4741","1.5933","0.6053","1.4278","0.6506"
"5/10/13","1.9503","0.4793","1.5879","0.6082","1.4300","0.6533"
"5/13/13","1.9526","0.4857","1.5874","0.6135","1.4323","0.6578"
"5/14/13","1.9511","0.4909","1.5821","0.6203","1.4342","0.6552"
"5/15/13","1.9600","0.4903","1.5749","0.6242","1.4498","0.6535"
"5/16/13","1.9593","0.4892","1.5768","0.6287","1.4545","0.6577"
"5/17/13","1.9692","0.4895","1.5825","0.6327","1.4633","0.6606"
"5/20/13","1.9838","0.4869","1.5812","0.6364","1.4709","0.6667"
"5/21/13","1.9939","0.4823","1.5784","0.6368","1.4774","0.6692"
"5/22/13","1.9963","0.4782","1.5754","0.6354","1.4746","0.6705"
"5/23/13","2.0032","0.4713","1.5716","0.6323","1.4672","0.6649"
"5/24/13","1.9980","0.4620","1.5619","0.6264","1.4579","0.6596"
"5/27/13","1.9873","0.4551","1.5579","0.6200","1.4514","0.6509"
"5/28/13","1.9818","0.4500","1.5524","0.6182","1.4386","0.6493"
"5/29/13","1.9802","0.4435","1.5484","0.6155","1.4225","0.6443"
"5/30/13","1.9786","0.4412","1.5462","0.6173","1.4220","0.6335"
"5/31/13","1.9746","0.4358","1.5477","0.6163","1.4158","0.6303"
"6/3/13","1.9749","0.4306","1.5470","0.6147","1.4003","0.6217"
"6/4/13","1.9796","0.4241","1.5504","0.6093","1.3897","0.6095"
"6/5/13","1.9809","0.4220","1.5495","0.6042","1.3824","0.5960"
"6/6/13","1.9853","0.4201","1.5498","0.5985","1.3664","0.5872"
"6/7/13","1.9934","0.4247","1.5479","0.6006","1.3384","0.5775"
"6/10/13","1.9970","0.4328","1.5466","0.6027","1.3290","0.5728"
"6/11/13","1.9992","0.4415","1.5438","0.6017","1.3177","0.5661"
"6/12/13","2.0011","0.4489","1.5447","0.6025","1.3056","0.5587"
"6/13/13","1.9986","0.4619","1.5460","0.6031","1.2951","0.5595"
"6/14/13","2.0034","0.4739","1.5501","0.5992","1.2907","0.5543"
"6/17/13","2.0044","0.4830","1.5554","0.5969","1.2760","0.5500"
"6/18/13","2.0006","0.4915","1.5623","0.6008","1.2740","0.5509"
"6/19/13","1.9953","0.4986","1.5649","0.6004","1.2659","0.5532"
"6/20/13","1.9885","0.4976","1.5646","0.5957","1.2540","0.5492"
"6/21/13","1.9731","0.4905","1.5595","0.5923","1.2575","0.5413"
"6/24/13","1.9524","0.4861","1.5486","0.5853","1.2492","0.5307"
"6/25/13","1.9330","0.4826","1.5372","0.5815","1.2371","0.5197"
"6/26/13","1.9148","0.4822","1.5283","0.5825","1.2251","0.5103"
"6/27/13","1.9011","0.4829","1.5203","0.5896","1.2214","0.5031"
"6/28/13","1.8944","0.4845","1.5144","0.5913","1.2208","0.5038"
"7/1/13","1.8955","0.4858","1.5156","0.5931","1.2250","0.5017"
"7/2/13","1.8988","0.4870","1.5153","0.5841","1.2192","0.4915"
"7/3/13","1.9031","0.4857","1.5184","0.5768","1.2288","0.4788"
"7/4/13","1.9093","0.4840","1.5209","0.5670","1.2368","0.4709"
"7/5/13","1.9100","0.4817","1.5282","0.5654","1.2325","0.4569"
"7/8/13","1.9113","0.4777","1.5354","0.5625","1.2372","0.4473"
"7/9/13","1.9115","0.4721","1.5448","0.5649","1.2415","0.4541"
"7/10/13","1.9120","0.4697","1.5560","0.5641","1.2397","0.4623"
"7/11/13","1.9162","0.4760","1.5689","0.5663","1.2406","0.4777"
"7/12/13","1.9169","0.4824","1.5766","0.5663","1.2477","0.4933"
"7/15/13","1.9211","0.4849","1.5850","0.5686","1.2516","0.5113"
"7/16/13","1.9278","0.4882","1.5890","0.5684","1.2687","0.5149"
"7/17/13","1.9337","0.4911","1.5917","0.5681","1.2713","0.5207"
"7/18/13","1.9266","0.4852","1.5982","0.5634","1.2775","0.5186"
"7/19/13","1.9301","0.4857","1.5998","0.5587","1.2771","0.5307"
"7/22/13","1.9309","0.4891","1.5950","0.5567","1.2689","0.5422"
"7/23/13","1.9272","0.4893","1.5922","0.5561","1.2554","0.5699"
"7/24/13","1.9221","0.4882","1.5893","0.5575","1.2534","0.5901"
"7/25/13","1.9216","0.4844","1.5799","0.5606","1.2455","0.6033"
"7/26/13","1.9147","0.4778","1.5744","0.5669","1.2398","0.6024"
"7/29/13","1.9066","0.4696","1.5740","0.5665","1.2435","0.5935"
"7/30/13","1.8986","0.4607","1.5722","0.5651","1.2412","0.5790"
"7/31/13","1.8903","0.4511","1.5695","0.5650","1.2407","0.5649"
"8/1/13","1.8816","0.4459","1.5658","0.5627","1.2416","0.5549"
"8/2/13","1.8709","0.4420","1.5678","0.5604","1.2485","0.5597"
"8/5/13","1.8622","0.4382","1.5700","0.5620","1.2576","0.5670"
"8/6/13","1.8531","0.4379","1.5726","0.5622","1.2717","0.5684"
"8/7/13","1.8473","0.4371","1.5751","0.5617","1.2834","0.5701"
"8/8/13","1.8443","0.4392","1.5788","0.5630","1.2946","0.5690"
"8/9/13","1.8456","0.4412","1.5776","0.5608","1.2927","0.5547"
"8/12/13","1.8468","0.4467","1.5766","0.5595","1.2901","0.5425"
"8/13/13","1.8467","0.4527","1.5774","0.5625","1.2883","0.5343"
"8/14/13","1.8453","0.4602","1.5775","0.5602","1.2930","0.5276"
"8/15/13","1.8504","0.4602","1.5761","0.5555","1.3034","0.5239"
"8/16/13","1.8515","0.4609","1.5734","0.5502","1.3179","0.5189"
"8/19/13","1.8514","0.4583","1.5733","0.5443","1.3206","0.5216"
"8/20/13","1.8552","0.4560","1.5738","0.5411","1.3187","0.5042"
"8/21/13","1.8627","0.4534","1.5711","0.5405","1.3139","0.4903"
"8/22/13","1.8627","0.4568","1.5716","0.5426","1.3016","0.4804"
"8/23/13","1.8755","0.4594","1.5728","0.5450","1.2910","0.4787"
"8/26/13","1.8877","0.4579","1.5731","0.5471","1.2863","0.4689"
"8/27/13","1.8959","0.4519","1.5728","0.5428","1.2859","0.4724"
"8/28/13","1.9016","0.4431","1.5774","0.5438","1.2866","0.4748"
"8/29/13","1.9044","0.4379","1.5830","0.5476","1.2865","0.4740"
"8/30/13","1.9034","0.4311","1.5862","0.5485","1.2915","0.4730"
"9/2/13","1.9007","0.4323","1.5881","0.5481","1.3093","0.4724"
"9/3/13","1.8992","0.4396","1.5847","0.5546","1.3206","0.4789"
"9/4/13","1.8982","0.4509","1.5791","0.5583","1.3378","0.4874"
"9/5/13","1.9050","0.4591","1.5713","0.5602","1.3573","0.4959"
"9/6/13","1.9059","0.4706","1.5684","0.5630","1.3757","0.5000"
"9/9/13","1.9043","0.4797","1.5665","0.5707","1.3930","0.5053"
"9/10/13","1.8939","0.4949","1.5715","0.5756","1.4127","0.5150"
"9/11/13","1.8794","0.5053","1.5786","0.5797","1.4256","0.5241"
"9/12/13","1.8612","0.5098","1.5858","0.5808","1.4394","0.5232"
"9/13/13","1.8430","0.5101","1.5878","0.5825","1.4327","0.5214"
"9/16/13","1.8307","0.5092","1.5874","0.5823","1.4224","0.5270"
"9/17/13","1.8295","0.5004","1.5857","0.5808","1.4086","0.5269"
"9/18/13","1.8329","0.4944","1.5855","0.5794","1.3941","0.5338"
"9/19/13","1.8325","0.4880","1.5853","0.5820","1.3847","0.5549"
"9/20/13","1.8327","0.4817","1.5874","0.5823","1.3939","0.5772"
"9/23/13","1.8309","0.4751","1.5853","0.5818","1.3964","0.5903"
"9/24/13","1.8303","0.4717","1.5796","0.5803","1.4021","0.5951"
"9/25/13","1.8304","0.4611","1.5748","0.5769","1.4045","0.5926"
"9/26/13","1.8331","0.4523","1.5672","0.5731","1.4011","0.5831"
"9/27/13","1.8354","0.4555","1.5584","0.5714","1.3955","0.5782"
"9/30/13","1.8406","0.4532","1.5545","0.5675","1.3870","0.5746"
"10/1/13","1.8452","0.4554","1.5504","0.5667","1.3793","0.5794"
"10/2/13","1.8476","0.4655","1.5435","0.5667","1.3737","0.5770"
"10/3/13","1.8546","0.4766","1.5420","0.5625","1.3715","0.5828"
"10/4/13","1.8625","0.4664","1.5418","0.5619","1.3676","0.5843"
"10/7/13","1.8548","0.4726","1.5393","0.5623","1.3683","0.5819"
"10/8/13","1.8460","0.4728","1.5408","0.5583","1.3693","0.5770"
"10/9/13","1.8366","0.4722","1.5402","0.5552","1.3624","0.5768"
"10/10/13","1.8252","0.4761","1.5367","0.5573","1.3653","0.5709"
"10/11/13","1.8131","0.4925","1.5371","0.5601","1.3702","0.5713"
"10/14/13","1.8157","0.4979","1.5399","0.5644","1.3794","0.5775"
"10/15/13","1.8141","0.5013","1.5462","0.5698","1.3899","0.5811"
"10/16/13","1.8196","0.5097","1.5561","0.5730","1.4108","0.5889"
"10/17/13","1.8269","0.5114","1.5697","0.5787","1.4249","0.5926"
"10/18/13","1.8280","0.5155","1.5831","0.5820","1.4443","0.5968"
"10/21/13","1.8223","0.5212","1.5954","0.5812","1.4590","0.5981"
"10/22/13","1.8268","0.5260","1.6021","0.5836","1.4737","0.6010"
"10/23/13","1.8235","0.5235","1.6065","0.5829","1.4873","0.5962"
"10/24/13","1.8126","0.5246","1.6072","0.5786","1.4936","0.5954"
"10/25/13","1.8023","0.5219","1.6005","0.5766","1.4866","0.5839"
"10/28/13","1.7967","0.5150","1.5940","0.5783","1.4751","0.5779"
"10/29/13","1.7800","0.5118","1.5895","0.5766","1.4602","0.5727"
"10/30/13","1.7712","0.5143","1.5841","0.5764","1.4461","0.5731"
"10/31/13","1.7602","0.5200","1.5792","0.5712","1.4339","0.5689"
"11/1/13","1.7598","0.5279","1.5763","0.5618","1.4257","0.5701"
"11/4/13","1.7680","0.5376","1.5739","0.5580","1.4215","0.5656"
"11/5/13","1.7717","0.5441","1.5676","0.5539","1.4206","0.5643"
"11/6/13","1.7713","0.5500","1.5592","0.5541","1.4193","0.5616"
"11/7/13","1.7779","0.5504","1.5529","0.5550","1.4172","0.5606"
"11/8/13","1.7751","0.5517","1.5503","0.5593","1.4018","0.5525"
"11/11/13","1.7687","0.5532","1.5483","0.5582","1.4021","0.5504"
"11/12/13","1.7753","0.5545","1.5493","0.5577","1.3946","0.5478"
"11/13/13","1.7804","0.5539","1.5543","0.5551","1.3784","0.5460"
"11/14/13","1.7835","0.5575","1.5567","0.5575","1.3620","0.5480"
"11/15/13","1.7931","0.5573","1.5582","0.5634","1.3707","0.5627"
"11/18/13","1.7980","0.5562","1.5631","0.5664","1.3689","0.5788"
"11/19/13","1.7956","0.5557","1.5697","0.5700","1.3747","0.5922"
"11/20/13","1.7910","0.5562","1.5740","0.5723","1.3956","0.6090"
"11/21/13","1.7863","0.5537","1.5781","0.5718","1.4112","0.6239"
"11/22/13","1.7816","0.5536","1.5802","0.5692","1.4130","0.6318"
"11/25/13","1.7734","0.5546","1.5832","0.5691","1.4110","0.6348"
"11/26/13","1.7666","0.5566","1.5829","0.5700","1.4058","0.6421"
"11/27/13","1.7614","0.5584","1.5846","0.5744","1.3892","0.6439"
"11/28/13","1.7604","0.5614","1.5865","0.5788","1.3810","0.6475"
"11/29/13","1.7598","0.5652","1.5897","0.5795","1.3776","0.6491"
"12/2/13","1.7651","0.5702","1.5872","0.5787","1.3728","0.6510"
"12/3/13","1.7758","0.5718","1.5846","0.5775","1.3692","0.6464"
"12/4/13","1.7872","0.5715","1.5810","0.5739","1.3694","0.6443"
"12/5/13","1.7940","0.5717","1.5784","0.5689","1.3657","0.6421"
"12/6/13","1.7951","0.5730","1.5736","0.5675","1.3601","0.6399"
"12/9/13","1.7965","0.5718","1.5705","0.5680","1.3550","0.6404"
"12/10/13","1.7965","0.5718","1.5663","0.5676","1.3513","0.6454"
"12/11/13","1.7951","0.5723","1.5647","0.5646","1.3533","0.6482"
"12/12/13","1.7973","0.5757","1.5601","0.5639","1.3379","0.6461"
"12/13/13","1.8012","0.5723","1.5580","0.5610","1.3269","0.6464"
"12/16/13","1.8011","0.5673","1.5576","0.5601","1.3175","0.6425"
"12/17/13","1.8002","0.5703","1.5603","0.5603","1.3072","0.6359"
"12/18/13","1.7931","0.5771","1.5607","0.5689","1.2916","0.6313"
"12/19/13","1.7803","0.5797","1.5611","0.5757","1.2952","0.6336"
"12/20/13","1.7646","0.5853","1.5617","0.5825","1.2959","0.6317"
"12/23/13","1.7440","0.5897","1.5578","0.5847","1.2892","0.6287"
"12/24/13","1.7213","0.5902","1.5529","0.5885","1.2806","0.6314"
"12/25/13","1.7060","0.5865","1.5489","0.5881","1.2723","0.6352"
"12/26/13","1.6952","0.5833","1.5432","0.5880","1.2693","0.6389"
"12/27/13","1.6865","0.5788","1.5406","0.5867","1.2720","0.6466"
"12/30/13","1.6877","0.5746","1.5417","0.5859","1.2748","0.6536"
"12/31/13","1.6911","0.5687","1.5439","0.5858","1.2812","0.6546"
"1/1/14","1.6937","0.5642","1.5427","0.5860","1.2876","0.6541"
"1/2/14","1.6963","0.5600","1.5444","0.5847","1.2785","0.6510"
"1/3/14","1.6961","0.5575","1.5451","0.5837","1.2647","0.6440"
"1/6/14","1.6977","0.5536","1.5455","0.5824","1.2639","0.6400"
"1/7/14","1.7001","0.5499","1.5436","0.5803","1.2623","0.6407"
"1/8/14","1.6951","0.5478","1.5437","0.5790","1.2618","0.6438"
"1/9/14","1.6883","0.5432","1.5459","0.5795","1.2754","0.6430"
"1/10/14","1.6937","0.5366","1.5486","0.5806","1.2933","0.6453"
"1/13/14","1.6946","0.5342","1.5477","0.5797","1.2988","0.6437"
"1/14/14","1.6896","0.5325","1.5511","0.5794","1.3064","0.6390"
"1/15/14","1.6904","0.5290","1.5557","0.5786","1.3193","0.6358"
"1/16/14","1.6958","0.5270","1.5598","0.5781","1.3233","0.6336"
"1/17/14","1.6882","0.5306","1.5646","0.5754","1.3258","0.6320"
"1/20/14","1.6806","0.5341","1.5685","0.5767","1.3362","0.6328"
"1/21/14","1.6825","0.5381","1.5701","0.5763","1.3583","0.6292"
"1/22/14","1.6832","0.5397","1.5737","0.5746","1.3697","0.6287"
"1/23/14","1.6833","0.5404","1.5802","0.5730","1.3915","0.6313"
"1/24/14","1.6941","0.5322","1.5817","0.5696","1.4172","0.6272"
"1/27/14","1.7136","0.5216","1.5846","0.5628","1.4344","0.6176"
"1/28/14","1.7220","0.5159","1.5870","0.5572","1.4371","0.6139"
"1/29/14","1.7334","0.5103","1.5817","0.5515","1.4385","0.6011"
"1/30/14","1.7393","0.5091","1.5684","0.5487","1.4262","0.5867"
"1/31/14","1.7390","0.5114","1.5547","0.5484","1.4076","0.5780"
"2/3/14","1.7354","0.5126","1.5454","0.5483","1.3939","0.5748"
"2/4/14","1.7325","0.5158","1.5395","0.5481","1.3770","0.5695"
"2/5/14","1.7261","0.5234","1.5396","0.5484","1.3571","0.5660"
"2/6/14","1.7222","0.5288","1.5442","0.5482","1.3576","0.5677"
"2/7/14","1.7161","0.5399","1.5480","0.5496","1.3575","0.5814"
"2/10/14","1.7119","0.5531","1.5449","0.5542","1.3538","0.5960"
"2/11/14","1.7082","0.5570","1.5413","0.5610","1.3492","0.6112"
"2/12/14","1.7026","0.5564","1.5387","0.5665","1.3515","0.6283"
"2/13/14","1.7009","0.5549","1.5366","0.5681","1.3454","0.6364"
"2/14/14","1.7040","0.5467","1.5366","0.5701","1.3374","0.6292"
"2/17/14","1.7036","0.5419","1.5404","0.5721","1.3350","0.6270"
"2/18/14","1.7064","0.5368","1.5414","0.5691","1.3389","0.6220"
"2/19/14","1.7201","0.5308","1.5438","0.5655","1.3382","0.6135"
"2/20/14","1.7309","0.5238","1.5458","0.5656","1.3419","0.6020"
"2/21/14","1.7386","0.5191","1.5471","0.5632","1.3442","0.6073"
"2/24/14","1.7420","0.5168","1.5506","0.5603","1.3402","0.5977"
"2/25/14","1.7460","0.5165","1.5541","0.5574","1.3326","0.5945"
"2/26/14","1.7480","0.5216","1.5522","0.5555","1.3278","0.5949"
"2/27/14","1.7495","0.5289","1.5492","0.5534","1.3197","0.6002"
"2/28/14","1.7543","0.5364","1.5491","0.5538","1.3174","0.5896"
"3/3/14","1.7577","0.5344","1.5508","0.5490","1.3207","0.5810"
"3/4/14","1.7557","0.5342","1.5516","0.5481","1.3255","0.5706"
"3/5/14","1.7491","0.5301","1.5595","0.5482","1.3379","0.5654"
"3/6/14","1.7439","0.5276","1.5675","0.5484","1.3475","0.5702"
"3/7/14","1.7366","0.5224","1.5746","0.5481","1.3590","0.5768"
"3/10/14","1.7294","0.5221","1.5712","0.5480","1.3675","0.5848"
"3/11/14","1.7282","0.5180","1.5693","0.5443","1.3766","0.5974"
"3/12/14","1.7289","0.5144","1.5641","0.5414","1.3732","0.5954"
"3/13/14","1.7258","0.5071","1.5650","0.5333","1.3709","0.5851"
"3/14/14","1.7281","0.5019","1.5671","0.5227","1.3599","0.5708"
"3/17/14","1.7306","0.5017","1.5715","0.5192","1.3532","0.5639"
"3/18/14","1.7325","0.5049","1.5752","0.5186","1.3479","0.5541"
"3/19/14","1.7387","0.5036","1.5798","0.5155","1.3469","0.5526"
"3/20/14","1.7470","0.5048","1.5766","0.5164","1.3364","0.5505"
"3/21/14","1.7523","0.5076","1.5723","0.5165","1.3406","0.5597"
"3/24/14","1.7551","0.5037","1.5744","0.5139","1.3369","0.5678"
"3/25/14","1.7561","0.4982","1.5736","0.5101","1.3298","0.5724"
"3/26/14","1.7517","0.4970","1.5720","0.5071","1.3328","0.5783"
"3/27/14","1.7442","0.4951","1.5673","0.5050","1.3376","0.5802"
"3/28/14","1.7334","0.4926","1.5628","0.5076","1.3330","0.5826"
"3/31/14","1.7359","0.4925","1.5577","0.5167","1.3352","0.5793"
"4/1/14","1.7415","0.4914","1.5608","0.5291","1.3418","0.5898"
"4/2/14","1.7500","0.4906","1.5620","0.5407","1.3429","0.5923"
"4/3/14","1.7562","0.4863","1.5697","0.5444","1.3528","0.6112"
"4/4/14","1.7588","0.4803","1.5719","0.5433","1.3587","0.6147"
"4/7/14","1.7567","0.4690","1.5711","0.5321","1.3611","0.6209"
"4/8/14","1.7479","0.4591","1.5662","0.5193","1.3541","0.6114"
"4/9/14","1.7359","0.4547","1.5607","0.5136","1.3468","0.6149"
"4/10/14","1.7344","0.4486","1.5564","0.5078","1.3273","0.6085"
"4/11/14","1.7419","0.4411","1.5599","0.5023","1.3023","0.6027"
